time,frequency,midi
8.874999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.124999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.375000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.625000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.875000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.012499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.037500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.062500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.087499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.137499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.162500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.187500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.212499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.237500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.262499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.287500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.312500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.362500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.387499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.412500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.437500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.462499999999999911e+00,2.519685039370078812e+02,5.900000000000000000e+01
1.487500000000000044e+00,2.500000000000000000e+02,5.900000000000000000e+01
1.512499999999999956e+00,2.442748091603053524e+02,5.900000000000000000e+01
1.537500000000000089e+00,2.461538461538461604e+02,5.900000000000000000e+01
1.562500000000000000e+00,2.539682539682539755e+02,5.900000000000000000e+01
1.587499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.612500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.637499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.662500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.687500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.712499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.737500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.762499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.787500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.812500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.837499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.862500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.887499999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.912500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.937500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.962499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.987500000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.012500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.037500000000000089e+00,2.191780821917808169e+02,5.700000000000000000e+01
2.062500000000000000e+00,2.206896551724137794e+02,5.700000000000000000e+01
2.087499999999999911e+00,2.191780821917808169e+02,5.700000000000000000e+01
2.112499999999999822e+00,2.206896551724137794e+02,5.700000000000000000e+01
2.137500000000000178e+00,2.206896551724137794e+02,5.700000000000000000e+01
2.162500000000000089e+00,2.206896551724137794e+02,5.700000000000000000e+01
2.187500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.212499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.237499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.262500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.287500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.312500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.337499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.362499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.387500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.412500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.437500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.462499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.487499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.512500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.537500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.562500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.587499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.612499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.637500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.662500000000000089e+00,2.222222222222222285e+02,5.700000000000000000e+01
2.687500000000000000e+00,2.222222222222222285e+02,5.700000000000000000e+01
2.712499999999999911e+00,2.237762237762237874e+02,5.700000000000000000e+01
2.737499999999999822e+00,2.222222222222222285e+02,5.700000000000000000e+01
2.762500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.787500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.812500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.837499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.862499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.887500000000000178e+00,1.502347417840375670e+02,5.000000000000000000e+01
2.912500000000000089e+00,1.481481481481481524e+02,5.000000000000000000e+01
2.937500000000000000e+00,1.481481481481481524e+02,5.000000000000000000e+01
2.962499999999999911e+00,1.488372093023255900e+02,5.000000000000000000e+01
2.987499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.012500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.037500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.062500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.087499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.112499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.137500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.162500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.187500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.212499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.237499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.262500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.287500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.312500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.337499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.362499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.387500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.412500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.437500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.462499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.487499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.512500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.537500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.562500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.587499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.612499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.637500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.662500000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.687500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.712499999999999911e+00,1.882352941176470722e+02,5.400000000000000000e+01
3.737499999999999822e+00,1.882352941176470722e+02,5.400000000000000000e+01
3.762500000000000178e+00,1.871345029239766120e+02,5.400000000000000000e+01
3.787500000000000089e+00,1.882352941176470722e+02,5.400000000000000000e+01
3.812500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.837499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.862499999999999822e+00,2.206896551724137794e+02,5.700000000000000000e+01
3.887500000000000178e+00,2.176870748299319587e+02,5.700000000000000000e+01
3.912500000000000089e+00,2.206896551724137794e+02,5.700000000000000000e+01
3.937500000000000000e+00,2.253521126760563504e+02,5.700000000000000000e+01
3.962499999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.987499999999999822e+00,2.237762237762237874e+02,5.700000000000000000e+01
4.012500000000000178e+00,2.191780821917808169e+02,5.700000000000000000e+01
4.037499999999999645e+00,2.206896551724137794e+02,5.700000000000000000e+01
4.062500000000000000e+00,2.237762237762237874e+02,5.700000000000000000e+01
4.087500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.112499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.137500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.162499999999999645e+00,2.962962962962963047e+02,6.200000000000000000e+01
4.187500000000000000e+00,2.990654205607476683e+02,6.200000000000000000e+01
4.212500000000000355e+00,2.990654205607476683e+02,6.200000000000000000e+01
4.237499999999999822e+00,3.018867924528302069e+02,6.200000000000000000e+01
4.262500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.287499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.312500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.337500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.362499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.387500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.412499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.437500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.462500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.487499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.512500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.537499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.562500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.587500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.612499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.637500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.662499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.687500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.712500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.737499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.762500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.787499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.812500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.837500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.862499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.887500000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.912499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.937500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.962500000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.987499999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
